text1,text2,similarity
I am feeling great,A storm is coming,0.0
I feel confident,I am calm and relaxed,0.26
I am watching a movie,The movie was boring,0.23
The dog is barking,I am calm and relaxed,0.11
The bed is comfortable,I am going to the gym,0.17
It is a beautiful day,The computer is running,0.07
I feel excited,The dog is barking,0.0
The room is clean,It is raining today,0.12
A storm is coming,I feel nervous,0.0
I am feeling great,The cat is sleeping,0.2
I am very tired,I am studying for exams,0.41
It is cloudy today,I am scared,0.16
The game was fun,The cat is sleeping,0.4
It might snow today,The food tastes great,0.19
It is sunny today,I am sad today,0.11
The food tastes great,I am a bit upset,0.1
A storm is coming,I am coding a project,0.35
The phone is ringing,The room is clean,0.58
I feel confident,I am cooking dinner,0.51
I am scared,I am studying for exams,0.62
I am coding a project,A storm is coming,0.19
A storm is coming,A storm is coming,0.85
I am feeling great,I am very tired,0.32
The cat is sleeping,The computer is running,0.62
I am reading a book,The game was fun,0.19
I am studying for exams,I am a bit upset,0.33
It is windy today,The weather is hot,0.36
The movie was boring,It is raining today,0.0
The computer is running,I am very tired,0.09
The cat is sleeping,The cat is sleeping,0.82
A storm is coming,I feel nervous,0.0
I am happy today,It is raining today,0.27
The weather is cold,The phone is ringing,0.49
The food tastes great,It is cloudy today,0.08
I am playing football,It is cloudy today,0.0
I am sad today,The computer is running,0.0
I feel confident,The weather is hot,0.06
It is sunny today,I am feeling great,0.0
I am playing football,There is a thunderstorm,0.0
I feel excited,The bed is comfortable,0.0
The weather is cold,It is windy today,0.08
I am feeling great,The room is clean,0.0
I am cleaning my room,I feel nervous,0.36
The food tastes great,I am cooking dinner,0.15
I am happy today,The cat is sleeping,0.15
The game was fun,I am very tired,0.0
The cat is sleeping,I am very tired,0.0
I feel confident,I am cooking dinner,0.52
The game was fun,I am calm and relaxed,0.0
I am doing yoga,I am doing yoga,1.0
The computer is running,I am learning a new language,0.0
It is windy today,There is a thunderstorm,0.27
I am watching a movie,I am feeling great,0.45
The game was fun,The room is clean,0.37
There is a thunderstorm,A storm is coming,0.65
There is a thunderstorm,It is a beautiful day,0.49
It is cloudy today,It is a beautiful day,0.45
I am studying for exams,It is windy today,0.16
It is cloudy today,I am calm and relaxed,0.11
I am studying for exams,I am learning a new language,0.27
The movie was boring,The weather is cold,0.39
I am doing yoga,The bed is comfortable,0.0
The weather is cold,The car is parked outside,0.32
The movie was boring,The room is clean,0.18
I am cooking dinner,I am watching a movie,0.56
I am cleaning my room,There is a thunderstorm,0.0
It is windy today,The bed is comfortable,0.19
It is windy today,I am learning a new language,0.16
It is cloudy today,I am feeling great,0.17
The room is clean,There is a thunderstorm,0.33
The cat is sleeping,I am learning a new language,0.16
It is windy today,I am very tired,0.06
The weather is hot,It might snow today,0.0
I am cleaning my room,It is raining today,0.17
The food tastes great,I am watching a movie,0.01
It is raining today,I am reading a book,0.03
I am watching a movie,The phone is ringing,0.05
I am watching a movie,It is cloudy today,0.15
I am watching a movie,The car is parked outside,0.06
The weather is hot,I am cleaning my room,0.0
I am scared,The weather is cold,0.0
The movie was boring,The weather is hot,0.05
I am studying for exams,I am calm and relaxed,0.44
I am playing football,The weather is cold,0.06
It is cloudy today,The phone is ringing,0.21
The computer is running,I am studying for exams,0.19
The food tastes great,The car is parked outside,0.09
I am coding a project,The food tastes great,0.11
I am feeling great,It is raining today,0.05
The food tastes great,I am happy today,0.0
The bed is comfortable,I am watching a movie,0.01
It might snow today,The car is parked outside,0.0
I am learning a new language,The car is parked outside,0.0
The movie was boring,I feel excited,0.0
The car is parked outside,There is a thunderstorm,0.35
I am going to the gym,I am scared,0.18
The weather is cold,I am a bit upset,0.0
The weather is hot,I feel nervous,0.13
I am playing football,I am watching a movie,0.58
It is cloudy today,It is windy today,0.92
There is a thunderstorm,I am a bit upset,0.42
The movie was boring,The car is parked outside,0.08
The weather is cold,The dog is barking,0.38
The weather is cold,A storm is coming,0.18
I am going to the gym,I feel nervous,0.19
The computer is running,I am sad today,0.0
It is a beautiful day,I am happy today,0.15
The phone is ringing,It is raining today,0.39
I am reading a book,The computer is running,0.0
I feel confident,I am happy today,0.51
I feel nervous,I feel nervous,1.0
I am scared,It is sunny today,0.04
A storm is coming,I am learning a new language,0.2
The movie was boring,It is windy today,0.0
It might snow today,I am cooking dinner,0.05
The movie was boring,I feel excited,0.0
I am watching a movie,I am learning a new language,0.78
I am going to the gym,The phone is ringing,0.29
The room is clean,It is a beautiful day,0.25
It is a beautiful day,The food tastes great,0.0
It is a beautiful day,It might snow today,0.33
The food tastes great,It might snow today,0.13
I feel excited,I am a bit upset,0.41
I feel nervous,I am cleaning my room,0.41
A storm is coming,I am calm and relaxed,0.0
I am coding a project,I am playing football,0.49
The food tastes great,It is sunny today,0.14
I feel excited,I am studying for exams,0.15
I am calm and relaxed,The food tastes great,0.19
I am calm and relaxed,A storm is coming,0.17
I am coding a project,I am feeling great,0.31
I am cleaning my room,I am reading a book,0.28
It is a beautiful day,The food tastes great,0.0
A storm is coming,The phone is ringing,0.13
I am feeling great,I am learning a new language,0.35
The bed is comfortable,I am watching a movie,0.17
I am coding a project,I am very tired,0.24
The dog is barking,I am feeling great,0.11
The cat is sleeping,I am doing yoga,0.0
It is sunny today,I am calm and relaxed,0.09
A storm is coming,I am studying for exams,0.18
The room is clean,The car is parked outside,0.4
The game was fun,The game was fun,0.82
I am playing football,I am playing football,1.0
I am sad today,It is windy today,0.45
The cat is sleeping,The computer is running,0.36
It might snow today,I am learning a new language,0.19
I am doing yoga,It is cloudy today,0.07
It is windy today,I am very tired,0.0
I am feeling great,There is a thunderstorm,0.0
I am coding a project,I am reading a book,0.56
I am doing yoga,I am watching a movie,0.46
The room is clean,The computer is running,0.68
The dog is barking,The bed is comfortable,0.48
I am learning a new language,The bed is comfortable,0.0
It is raining today,A storm is coming,0.1
The bed is comfortable,I am very tired,0.09
I am feeling great,It might snow today,0.17
It is sunny today,The bed is comfortable,0.09
The food tastes great,The game was fun,0.28
There is a thunderstorm,The car is parked outside,0.43
The car is parked outside,The movie was boring,0.38
I am studying for exams,It is sunny today,0.14
It is cloudy today,The food tastes great,0.01
I am happy today,It is a beautiful day,0.0
I am cleaning my room,I feel confident,0.29
It is cloudy today,The cat is sleeping,0.1
The weather is cold,The cat is sleeping,0.32
I am studying for exams,The game was fun,0.0
It is raining today,The bed is comfortable,0.38
I am scared,There is a thunderstorm,0.0
The computer is running,The weather is cold,0.59
It is windy today,I am calm and relaxed,0.05
I am very tired,I am studying for exams,0.49
I am very tired,I am happy today,0.41
It is a beautiful day,The car is parked outside,0.15
The cat is sleeping,It is sunny today,0.42
The weather is hot,The food tastes great,0.24
I am studying for exams,I am feeling great,0.59
The weather is hot,It is raining today,0.4
It is cloudy today,There is a thunderstorm,0.42
I feel confident,I feel confident,0.88
I am feeling great,The car is parked outside,0.0
It might snow today,I feel nervous,0.0
I am coding a project,The food tastes great,0.14
The movie was boring,I feel excited,0.04
The game was fun,I am doing yoga,0.0
I am a bit upset,It is raining today,0.0
I feel nervous,There is a thunderstorm,0.0
The computer is running,The cat is sleeping,0.62
I am watching a movie,There is a thunderstorm,0.14
I am studying for exams,I am very tired,0.28
I feel excited,It might snow today,0.07
The game was fun,I am scared,0.0
I feel nervous,It is sunny today,0.0
I am very tired,There is a thunderstorm,0.06
The room is clean,I am very tired,0.0
The weather is hot,I am reading a book,0.0
I am doing yoga,It is cloudy today,0.0
I am playing football,It might snow today,0.1
The movie was boring,I am scared,0.0
The phone is ringing,I am sad today,0.0
It is a beautiful day,I feel confident,0.08
The weather is hot,The phone is ringing,0.61
It is windy today,I am very tired,0.12
I am reading a book,I am calm and relaxed,0.31
I feel excited,I am very tired,0.18
The computer is running,I am doing yoga,0.14
The cat is sleeping,I am cooking dinner,0.0
I am sad today,The game was fun,0.0
I am learning a new language,It is cloudy today,0.01
It is windy today,It is raining today,0.81
I am going to the gym,The weather is hot,0.02
The movie was boring,The game was fun,0.63
It is windy today,I am coding a project,0.0
I am coding a project,I feel excited,0.05
I am doing yoga,I am doing yoga,1.0
I feel confident,The food tastes great,0.01
The game was fun,The food tastes great,0.1
The car is parked outside,I am very tired,0.16
It is raining today,I am watching a movie,0.0
The cat is sleeping,I am calm and relaxed,0.07
It is cloudy today,There is a thunderstorm,0.06
The weather is hot,The computer is running,0.31
I am calm and relaxed,I am very tired,0.43
I feel excited,I am watching a movie,0.37
I am calm and relaxed,The food tastes great,0.0
I feel confident,I feel excited,0.49
I am a bit upset,The weather is hot,0.02
There is a thunderstorm,The movie was boring,0.0
I am sad today,I am feeling great,0.45
I am coding a project,It is windy today,0.0
The cat is sleeping,The weather is hot,0.38
It is sunny today,The weather is hot,0.08
I am scared,The car is parked outside,0.0
I feel confident,The room is clean,0.0
The bed is comfortable,I am happy today,0.0
It is sunny today,It is a beautiful day,0.38
It might snow today,The bed is comfortable,0.0
It is a beautiful day,I feel confident,0.03
I am watching a movie,I am going to the gym,0.3
I feel nervous,The dog is barking,0.16
I am reading a book,It might snow today,0.05
I feel excited,The dog is barking,0.1
I am cooking dinner,I feel confident,0.36
The game was fun,I am feeling great,0.12
I feel excited,The cat is sleeping,0.0
The cat is sleeping,The computer is running,0.51
There is a thunderstorm,The weather is hot,0.12
The bed is comfortable,A storm is coming,0.1
It is raining today,I am cooking dinner,0.1
It is raining today,A storm is coming,0.13
I am going to the gym,I am sad today,0.3
The computer is running,I am a bit upset,0.16
It is windy today,The game was fun,0.0
The room is clean,The food tastes great,0.2
I am coding a project,I am cooking dinner,0.37
I am reading a book,I am cooking dinner,0.35
The game was fun,A storm is coming,0.0
I am feeling great,I am feeling great,1.0
The dog is barking,The dog is barking,0.91
I am calm and relaxed,I am doing yoga,0.59
I am studying for exams,I am learning a new language,0.53
The food tastes great,It is raining today,0.1
